,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
13438,person,was the king of,france,the politicians,are those in,france,False
13439,person,was the king of,france,another courier,was dispatched to,france,False
13440,person,was the king of,france,france,would have acquired,an intimate ally,False
13441,person,was the king of,france,france,had millions of,inhabitants,False
13442,person,was the king of,france,france,chained to,the lawrence,False
13443,person,was the king of,france,hostages,should be given to,france,False
13444,person,was the king of,france,robespierre,understood in,france,False
13445,person,was the king of,france,savages,had been brought to,france,False
13446,person,was the king of,france,the english catholics,were looking to,france,False
13447,person,was the king of,france,the jesuits,are restored in,france,False
13448,person,was the leader of,north korea,the south koreans,have attacked,north korea,False
13449,person,was the leader of,north korea,the pueblo,was captured by,north korea,False
13450,person,was the leader of,north korea,north korea,expelled,inspectors,False
13451,person,was the leader of,north korea,north korea,evicted,inspectors,False
13452,person,was the leader of,north korea,north korea,followed,suit,False
13453,person,was the leader of,north korea,macarthur,invaded,north korea,False
13454,person,was the leader of,north korea,moon,was born in,north korea,False
13455,person,was the leader of,north korea,north korea,evicted,international inspectors,False
13456,person,was the leader of,north korea,north korea,evicted,nuclear inspectors,False
13457,person,was the leader of,north korea,president bush,included,north korea,False
13458,person,was the leader of,north korea,putin,visited,north korea,False
13459,person,was the leader of,north korea,the pueblo,was seized by,north korea,False
13460,person,was the leader of,north korea,north korea,receives,floggers,False
13461,person,was the leader of,north korea,north korea,expelled,the inspectors,False
13462,person,was the leader of,north korea,president bush,described,north korea,False
13463,person,was the leader of,north korea,soldiers,returned to,north korea,False
13464,person,was the leader of,north korea,south koreans,visited,north korea,False
13465,person,was the leader of,north korea,clinton,tells,north korea,False
13466,person,was the leader of,north korea,macarthur,went into,north korea,False
13467,person,was the leader of,north korea,members,visited,north korea,False
13468,person,was the leader of,north korea,north korea,has been,a importer,False
13469,person,was the leader of,north korea,north korea,has been,a net importer,False
13470,person,was the leader of,north korea,north korea,has been,a producer,False
13471,person,was the leader of,north korea,president bush,identified,north korea,False
13472,person,was the leader of,the soviet union,hitler,had invaded,the soviet union,False
13473,person,was the leader of,the soviet union,students,were sent to,the soviet union,False
13474,person,was the leader of,the soviet union,hitler,had attacked,the soviet union,False
13475,person,was the leader of,the soviet union,reagan,referred to,the soviet union,False
13476,person,was the leader of,the soviet union,german successes,menaced,the soviet union,False
13477,person,was the leader of,the soviet union,military successes,menaced,the soviet union,False
13478,person,was the leader of,the soviet union,reagan,described,the soviet union,False
13479,person,was the leader of,the soviet union,successes,menaced,the soviet union,False
13480,person,was the leader of,the soviet union,hitler,launched against,the soviet union,False
13481,person,was the leader of,the soviet union,roosevelt,recognized,the soviet union,False
13482,person,was the leader of,the soviet union,nixon,traveled to,the soviet union,False
13483,person,was the leader of,the soviet union,the soviet union,suffered,casualties,False
13484,person,was the leader of,the soviet union,hitler,turned on,the soviet union,False
13485,person,was the leader of,the soviet union,chinese students,were sent to,the soviet union,False
13486,person,was the leader of,the soviet union,the soviet union,was attacked by,hitler,False
13487,person,was the leader of,the soviet union,hitler,to attack,the soviet union,False
13488,person,was the leader of,the soviet union,reagan,denounced,the soviet union,False
13489,person,was the leader of,the soviet union,the soviet union,is turning out,many scientists,False
13490,person,was the leader of,the soviet union,the soviet union,is turning out,scientists,False
13491,person,was the leader of,the soviet union,the soviet union,is turning out,as scientists,False
13492,person,was the leader of,the soviet union,winston churchill,described,the soviet union,False
13493,person,was the leader of,the soviet union,jews,have left,the soviet union,False
13494,person,was the leader of,the soviet union,officers,were sent to,the soviet union,False
13495,person,was the leader of,the soviet union,stalin,had ruled,the soviet union,True
13496,person,was the leader of,the soviet union,haywood,fled to,the soviet union,False
13497,person,was the leader of,the soviet union,stalin,committed,the soviet union,False
13498,person,was the leader of,the soviet union,the soviet union,used as,an instrument,False
13499,person,was the leader of,the soviet union,the soviet union,supported,the arabs,False
13500,person,was the leader of,the soviet union,president reagan,referred to,the soviet union,False
13501,person,was the leader of,the soviet union,reagan,called,the soviet union,False
13502,person,was the leader of,the soviet union,borodin,returned to,the soviet union,False
13503,person,was the leader of,the soviet union,castro,criticized,the soviet union,False
13504,person,was the leader of,the soviet union,president reagan,described,the soviet union,False
13505,person,was the leader of,the soviet union,trotsky,was exiled from,the soviet union,False
