,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
20239,game be invent in country,game be popular in country,True,game,be invent in,country,game,be popular in,country
20240,game be play in country,game be invent in country,True,game,be play in,country,game,be invent in,country
20241,game beat country,country have play game,True,game,beat,country,country,have play,game
20242,game reach country,game arrive in country,True,game,reach,country,game,arrive in,country
20243,game play in country,game be invent in country,True,game,play in,country,game,be invent in,country
20244,game be invent in country,game originate in country,True,game,be invent in,country,game,originate in,country
20245,game be introduce to country,game be popular in country,True,game,be introduce to,country,game,be popular in,country
20246,game hit country,game shake country,True,game,hit,country,game,shake,country
20247,country win game,country be play game,True,country,win,game,country,be play,game
20248,country have play game,country play game,True,country,have play,game,country,play,game
20249,game rattle country,game shake country,True,game,rattle,country,game,shake,country
20250,game begin in country,game start in country,True,game,begin in,country,game,start in,country
20251,country ban game,game be ban in country,True,country,ban,game,game,be ban in,country
20252,game hit country,game rattle country,True,game,hit,country,game,rattle,country
20253,country win game,country have play game,True,country,win,game,country,have play,game
20254,game play in country,game be popular in country,True,game,play in,country,game,be popular in,country
20255,game come from country,game be play in country,True,game,come from,country,game,be play in,country
20256,country play game,game beat country,True,country,play,game,game,beat,country
20257,game come to country,game arrive in country,True,game,come to,country,game,arrive in,country
20258,game be play in country,game originate in country,True,game,be play in,country,game,originate in,country
20259,game come from country,country love game,True,game,come from,country,country,love,game
20260,game be invent in country,game play in country,True,game,be invent in,country,game,play in,country
20261,game come to country,game visit country,True,game,come to,country,game,visit,country
20262,game visit country,game come to country,True,game,visit,country,game,come to,country
20263,game be invent in country,game come from country,True,game,be invent in,country,game,come from,country
20264,country play game,country be play game,True,country,play,game,country,be play,game
20265,game be play in country,country love game,True,game,be play in,country,country,love,game
20266,country be play game,country play game,True,country,be play,game,country,play,game
20267,game reach country,game visit country,True,game,reach,country,game,visit,country
20268,game strike country,game rattle country,True,game,strike,country,game,rattle,country
20269,country have play game,country win game,True,country,have play,game,country,win,game
20270,game strike country,game hit country,True,game,strike,country,game,hit,country
20271,game be invent in country,game be play in country,True,game,be invent in,country,game,be play in,country
20272,game be play in country,game play in country,True,game,be play in,country,game,play in,country
20273,country have play game,country be play game,True,country,have play,game,country,be play,game
20274,game beat country,country be play game,True,game,beat,country,country,be play,game
20275,game visit country,game arrive in country,True,game,visit,country,game,arrive in,country
20276,country win game,country play game,True,country,win,game,country,play,game
20277,game play in country,game originate in country,True,game,play in,country,game,originate in,country
20278,game originate in country,game come from country,True,game,originate in,country,game,come from,country
20279,game put country,game be popular in country,True,game,put,country,game,be popular in,country
20280,game be invent in country,country love game,True,game,be invent in,country,country,love,game
20281,game originate in country,game be play in country,True,game,originate in,country,game,be play in,country
20282,game come from country,game originate in country,True,game,come from,country,game,originate in,country
20283,country win game,game beat country,True,country,win,game,game,beat,country
20284,country be play game,game beat country,True,country,be play,game,game,beat,country
20285,game beat country,country play game,True,game,beat,country,country,play,game
20286,game shake country,game hit country,True,game,shake,country,game,hit,country
20287,game invade country,game arrive in country,True,game,invade,country,game,arrive in,country
20288,game play in country,game start in country,True,game,play in,country,game,start in,country
20289,game come from country,game start in country,True,game,come from,country,game,start in,country
20290,game originate in country,game play in country,True,game,originate in,country,game,play in,country
20291,game originate in country,game start in country,True,game,originate in,country,game,start in,country
20292,game play in country,game come from country,True,game,play in,country,game,come from,country
20293,country play game,country have play game,True,country,play,game,country,have play,game
