,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
6452,impact have on society,impact impact on society,False,impact,have on,society,impact,impact on,society
6453,The force compel all matter,The force preclude all matter,False,The force,compel,all matter,The force,preclude,all matter
6454,your partner finish treatment,your partner finish read treatment,False,your partner,finish,treatment,your partner,finish read,treatment
6455,the dollar mean for markets,the dollar ir markets,False,the dollar,mean for,markets,the dollar,ir,markets
6456,exception be thrown to the caller,exception be tossed into the caller,False,exception,be thrown to,the caller,exception,be tossed into,the caller
6457,my passion be earlier in my life,my passion be until in my life,False,my passion,be earlier in,my life,my passion,be until in,my life
6459,the truth be spoken about him,the truth be thought of him,False,the truth,be spoken about,him,the truth,be thought of,him
6460,an HPV infection require a lot of the virus,an HPV infection save a lot of the virus,False,an HPV infection,require a lot of,the virus,an HPV infection,save a lot of,the virus
6461,All rooms be en suite,All rooms beat be suite,False,All rooms,be en,suite,All rooms,beat be,suite
6462,Examples include send an e-mail,Examples include place an e-mail,False,Examples,include send,an e-mail,Examples,include place,an e-mail
6463,Dad crash car,Dad freeze car,False,Dad,crash,car,Dad,freeze,car
6464,the circumstances determine their condition,the circumstances evaluate their condition,False,the circumstances,determine,their condition,the circumstances,evaluate,their condition
6465,EPA propose new procedures,EPA have greater than new procedures,False,EPA,propose,new procedures,EPA,have greater than,new procedures
6466,The media go out of their way,The media open for their way,False,The media,go out of,their way,The media,open for,their way
6467,The strike be limited to the public sector,The strike be the world 's lead provider of the public sector,False,The strike,be limited to,the public sector,The strike,be the world 's lead provider of,the public sector
6468,Clients seem to take comfort,Clients take a bit of comfort,False,Clients,seem to take,comfort,Clients,take a bit of,comfort
6469,The government deny these charges,The government be charged with attempted these charges,False,The government,deny,these charges,The government,be charged with attempted,these charges
6470,a couple of people get in line,a couple of people get in for line,False,a couple of people,get in,line,a couple of people,get in for,line
6471,the bmw exchange itself,the bmw come to share itself,False,the bmw,exchange,itself,the bmw,come to share,itself
6472,Recovery require from a few days,Recovery prepare from a few days,False,Recovery,require from,a few days,Recovery,prepare from,a few days
6473,Jane join her sister,Jane be member of her sister,False,Jane,join,her sister,Jane,be member of,her sister
6474,Oily hair recommend shampoos,Oily hair test shampoos,False,Oily hair,recommend,shampoos,Oily hair,test,shampoos
6475,The arcade be full of games,The arcade teem with games,False,The arcade,be full of,games,The arcade,teem with,games
6476,The lady cook breakfast and lunch,The lady recipe for breakfast and lunch,False,The lady,cook,breakfast and lunch,The lady,recipe for,breakfast and lunch
6477,teachers ban homework,teachers link homework,False,teachers,ban,homework,teachers,link,homework
6478,Rivers be regarded as goddesses,Rivers be defined as goddesses,False,Rivers,be regarded as,goddesses,Rivers,be defined as,goddesses
6479,The video be available on YouTube,The video please visit YouTube,False,The video,be available on,YouTube,The video,please visit,YouTube
6480,Google integrate websites,Google settle websites,False,Google,integrate,websites,Google,settle,websites
6481,Best Actor be gonna go to Mickey Rourke,Best Actor take she to Mickey Rourke,False,Best Actor,be gonna go to,Mickey Rourke,Best Actor,take she to,Mickey Rourke
6482,Wheel be 18 in Diameter,Wheel start school in Diameter,False,Wheel,be 18 in,Diameter,Wheel,start school in,Diameter
6483,the truth seem clear to ourselves,the truth sound to ourselves,False,the truth,seem clear to,ourselves,the truth,sound to,ourselves
6484,The fields mark in bold,The fields retrieve in bold,False,The fields,mark in,bold,The fields,retrieve in,bold
6486,the Fed respond to criticism,the Fed adjust to criticism,False,the Fed,respond to,criticism,the Fed,adjust to,criticism
6487,students participate in a practicum,students fight in a practicum,False,students,participate in,a practicum,students,fight in,a practicum
6488,the expressions be present on their faces,the expressions install on their faces,False,the expressions,be present on,their faces,the expressions,install on,their faces
6489,the planters continue to give hope,the planters start give hope,False,the planters,continue to give,hope,the planters,start give,hope
6490,all those listen in Ireland,all those ensure in Ireland,False,all those,listen in,Ireland,all those,ensure in,Ireland
6491,Provides classify ads,Provides aim ads,False,Provides,classify,ads,Provides,aim,ads
6492,the worldwide one take up the slack,the worldwide one demand the slack,False,the worldwide one,take up,the slack,the worldwide one,demand,the slack
6493,Adverb tell more about verb,Adverb have much information on verb,False,Adverb,tell more about,verb,Adverb,have much information on,verb
6494,Anybody create an account on eBay,Anybody be downloaded from eBay,False,Anybody,create an account on,eBay,Anybody,be downloaded from,eBay
6495,this number be drawn to our attention,this number earn she bachelor of our attention,False,this number,be drawn to,our attention,this number,earn she bachelor of,our attention
6496,shoppers spend less,shoppers spend most of less,False,shoppers,spend,less,shoppers,spend most of,less
6497,The disease attack bone marrow,The disease bomb bone marrow,False,The disease,attack,bone marrow,The disease,bomb,bone marrow
6498,cold take on a whole new meaning,cold fight against a whole new meaning,False,cold,take on,a whole new meaning,cold,fight against,a whole new meaning
6499,This course run for the first time,This course want to run for the first time,False,This course,run for,the first time,This course,want to run for,the first time
6500,coins be buried in the ground,coins live at the ground,False,coins,be buried in,the ground,coins,live at,the ground
6501,The opponents have more of an opportunity,The opponents stand an opportunity,False,The opponents,have more of,an opportunity,The opponents,stand,an opportunity
6502,Some of them be generous of their time,Some of them be young at their time,False,Some of them,be generous of,their time,Some of them,be young at,their time
6503,Michael open the door,Michael save the door,False,Michael,open,the door,Michael,save,the door
6504,the national body manifest itself,the national body proclaim itself,False,the national body,manifest,itself,the national body,proclaim,itself
6505,The light go into service,The light slip into service,False,The light,go into,service,The light,slip into,service
6507,Teddy bear turn out the lights,Teddy bear seem to be the lights,False,Teddy bear,turn out,the lights,Teddy bear,seem to be,the lights
6509,rider finish his bottle,rider perform his bottle,False,rider,finish,his bottle,rider,perform,his bottle
6510,no customers come in the store,no customers tie for the store,False,no customers,come in,the store,no customers,tie for,the store
6511,Students answer questions,Students give to questions,False,Students,answer,questions,Students,give to,questions
6512,Payday loans be beneficial for salaried individuals,Payday loans be shown to lower salaried individuals,False,Payday loans,be beneficial for,salaried individuals,Payday loans,be shown to lower,salaried individuals
